timestamp,x,y,z
1711113094898,4.0992365,0.4274809,-1.3129771
1711113094908,4.0992365,0.8015267,-1.3435115
1711113094918,3.8396947,1.0763359,-1.259542
1711113094928,3.5038168,1.3358779,-1.259542
1711113094938,2.480916,1.1450381,-1.2671756
1711113094948,2.4503818,0.015267176,-1.3053435
1711113094958,2.167939,0.14503817,-1.2748091
1711113094968,2.0839694,0.6259542,-1.4732825
1711113094979,2.480916,0.70229006,-1.480916
1711113094988,2.2290077,-0.4274809,-1.8167939
1711113094998,3.0687022,-1.3816794,-1.8549619
1711113095008,3.1221373,-2.1221373,-2.0076337
1711113095018,2.2519083,-2.3816793,-1.7709924
1711113095028,1.1984733,-2.4732823,-1.3435115
1711113095038,0.48854962,-2.740458,-0.8244275
1711113095048,0.54198474,-2.8625953,-0.47328246
1711113095058,0.40458015,-2.8244274,-0.86259544
1711113095069,0.7251908,-1.6870229,-1.832061
1711113095078,1.29771,-1.4274809,-2.2442749
1711113095088,3.5038168,-3.091603,-2.480916
1711113095098,4.366412,-2.9694657,-1.9312977
1711113095108,5.1984735,-2.1908398,-1.2671756
1711113095118,5.29771,-2.9541984,-1.1221374
1711113095128,5.5496182,-3.664122,-1.6793894
1711113095138,6.114504,-3.4351146,-2.129771
1711113095148,7.1679387,-3.1908398,-1.6183206
1711113095159,8.068703,-3.091603,-1.1145039
1711113095168,7.9770994,-2.5038168,-1.0763359
1711113095178,7.9847326,-2.0305343,-1.480916
1711113095188,9.770992,-2.1221373,-2.0076337
1711113095198,11.061069,-1.5801526,-2.4198472
1711113095208,13.908397,-0.60305345,-2.793893
1711113095218,16.076336,-0.5038168,-3.312977
1711113095228,18.42748,-0.9389313,-4.114504
1711113095238,21.465649,-1.3664122,-4.6488547
1711113095249,25.450382,-3.3435113,-5.4503818
1711113095258,29.015266,-4.7557254,-5.6030536
1711113095268,32.396946,-3.4732823,-5.9694657
1711113095278,34.801525,-1.7862595,-6.152672
1711113095288,36.923664,-1.6335878,-6.3893127
1711113095298,40.129772,-2.4122138,-6.412214
1711113095308,43.10687,-3.1145039,-6.4961834
1711113095318,45.89313,-3.6183207,-6.8778625
1711113095328,48.435116,-3.8015268,-7.3816795
